id,tweet,subtask_a,tweet_cleaned
79051,*17. Celine_SwittinS Follback Erza_Jullian #OpenfolbackCeline_SwittinS,NOT,17 celineswittins follback erzajullian
93740,#RestoreHumanity #AntiFa • September 22: Stop the fascist NVU in #Amsterdam: URL   HT @USER,NOT,• september 22 stop the fascist nvu in     ht
54366,#BroncoNation #broncos #BroncosVsSeahawks #BroncosCountry Crue was excited for the win she is enjoying her cupcake Go Broncos URL,NOT,crue was excited for the win she is enjoying her cupcake go broncos
57284,"#ThingsDarthVaderWouldNeverSay yup , white mask privilege at it's finest. Always trying to keep a black mask down #BlackLivesMatter #Qanon #Antifa #AlexJones #Infowars #StarWars #maytheforcebewithyou #thirdshiftzombies #Podcast #radio #WhiteSupremacy URL",OFF,yup  white mask privilege at its finest always trying to keep a black mask down
82565,And why is my hair pink now 😂😂😂😂 URL,NOT,and why is my hair pink now
59700,All I’m saying if we cool and you feel any type of way about me.. speak the fuck up.,OFF,all i’m saying if we cool and you feel any type of way about me speak the fuck up
13433,#Cuckservative Traitors Are Worse Than Fortnite Players URL #Conservatives #TriggerWarningRadio,OFF,traitors are worse than fortnite players
80197,"#Barbara Boxer If LIBERALS Want to Use RAPE as a Political Tactic! THEY Had Better Have Some HARD EVIDENCE! Her Word Isn't Evidence!!! Its Called HEARSAY . On that note, I Could Say ' YOU  ' Cornered Me In A Bathroom, And put YOUR Hands All Over Me' 35 Years Ago. PROVE ME WRONG URL",OFF,boxer if liberals want to use rape as a political tactic they had better have some hard evidence her word isnt evidence its called hearsay  on that note i could say  you   cornered me in a bathroom and put your hands all over me 35 years ago prove me wrong
90353,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Gun control doesn't stop kids and people getting murdered by guns. Chicago has had gun control for decades and it has multiple shootings every week.,NOT,gun control doesnt stop kids and people getting murdered by guns chicago has had gun control for decades and it has multiple shootings every week
36496,#SelfCareSeptember You are making a difference! @USER @USER @USER @USER @USER @USER @USER @USER @USER URL,NOT,you are making a difference
93321,#FauxProgressives I’ve been done with these #CorruptDemocrats for years now and here’s more proof!                Ocasio-Cortez Endorses Cuomo As Cuomo Flips Off Progressives URL via @USER @USER #Liberals #CoryBooker #OcasioCortez,NOT,i’ve been done with these  for years now and here’s more proof                ocasiocortez endorses cuomo as cuomo flips off progressives  via
79309,#ConstitutionDay It's very odd for the alt right conservatives to say that we are ruining the constitution just because we want #GunControlNow but they are the ones ruining the constitution getting upset because foreigners are coming to this land who are not White wanting to live,OFF,its very odd for the alt right conservatives to say that we are ruining the constitution just because we want  but they are the ones ruining the constitution getting upset because foreigners are coming to this land who are not white wanting to live
80637,"#coercedintoxication is staring to be my favorite, I'm feeling the effects of it now. I feel so vulnerable #forcedintox #coercedintox #femdom #findom",NOT,is staring to be my favorite im feeling the effects of it now i feel so vulnerable
50793,"#AndrewScheer wants support from #CanadianCoalitionforFirearmsRights, seeking weakened #guncontrol. #CPC compromised Canadians’ safety enough for these votes by diluting controls. How many lives lost before #Conservatives care? #cdnpoli /via @USER URL",NOT,wants support from  seeking weakened   compromised canadians’ safety enough for these votes by diluting controls how many lives lost before  care  via
84239,Are we all ready to sit and watch Indakurate Passcott play football?,NOT,are we all ready to sit and watch indakurate passcott play football
47834,"#Eric STALL-WELL, DEMOCRAT FROM CALI.should worry about fixing his own state, instead of trying to muster up sympathy, for the LIAR, PROF. HUNT!  On FOX NEWS! See liberals FOX IS BALANCED, AND GIVES BOTH SIDES.",NOT,stallwell democrat from calishould worry about fixing his own state instead of trying to muster up sympathy for the liar prof hunt  on fox news see liberals fox is balanced and gives both sides
65426,"#SukhDuaSamaj_ThePrayingHands The SC also added that if a person surgically changes his/her sex, then he or she is entitled to her changed sex and cannot be discriminated.",NOT,the sc also added that if a person surgically changes hisher sex then he or she is entitled to her changed sex and cannot be discriminated
81354,#Florence List:  URL  Hurricane Florence feeds ..  #Trump #MAGA central #VA    |@USER Great summary of impacts by the Blacksburg National Weather Service. The severity goes up overnight. .. #vawx URL |,NOT,list    hurricane florence feeds     central      great summary of impacts by the blacksburg national weather service the severity goes up overnight
14479,And dicks. URL,NOT,and dicks
47696,#LiberalLogic  #Kavanaugh looks predatory. Therefore he's guilty.  #Liberals are DANGEROUS people who should not govern anyone or anything. URL,OFF,looks predatory therefore hes guilty   are dangerous people who should not govern anyone or anything
75438,#Ishqbaaaz   Let Her join the cast..  She is not there.. must have shot those scenes in a jiffy before going to vacay  nothing to do with Groupbaazi or #Shivika not being on Focus  Groupbaazi consists of 3 Couples which is not there..  And Shivika scenes toh clip mein nehi thi..,NOT,let her join the cast  she is not there must have shot those scenes in a jiffy before going to vacay  nothing to do with groupbaazi or  not being on focus  groupbaazi consists of 3 couples which is not there  and shivika scenes toh clip mein nehi thi
11699,#Children now Mixed Up ..  Over #GenderStudies crap and #Socialism .. yeah like I did not see this one coming!  #MEGA #MBGA #MAGA #MCGA #Conservatives #Patriots #ProtectChildren URL,NOT,now mixed up   over  crap and   yeah like i did not see this one coming
62379,#LockThemAllUp #Strzok #McCabe caught destroying evidence before leaving the FBI!! #DrainTheSwamp #DrainTheDeepState #MAGA 🇺🇸❤ URL,NOT,caught destroying evidence before leaving the fbi
71294,#BREAKING. #Greece: Molotov cocktails fly after protest honouring killed antifa arti... URL via @USER URL,OFF,molotov cocktails fly after protest honouring killed antifa arti  via
55633,"#OrrinHatch I can’t believe this sexist , clueless, old fart gets to weigh in on another woman’s charges against a Supreme Court nominee. And he is spouting the same old nasty shit he spewed 20+ years ago against Anita Hill. His time’s up! Good riddance Neanderthal!",OFF,i can’t believe this sexist  clueless old fart gets to weigh in on another woman’s charges against a supreme court nominee and he is spouting the same old nasty shit he spewed 20 years ago against anita hill his time’s up good riddance neanderthal
43864,"#BrettKavanaugh   .... social issues being one for Justice Kennedy, but there were other areas where there was growing daylight between him and conservatives, for example in the area of the administrative state, incl. the EPA....",NOT,social issues being one for justice kennedy but there were other areas where there was growing daylight between him and conservatives for example in the area of the administrative state incl the epa
