id,tweet,subtask_a,subtask_b,subtask_c,subtask_c_ii,subtask_c_iii,tweet_cleaned
45452,@USER Ah that’s shite. Can’t understand why people go to a football match to do their best impression of a mute.   I’m trying for tickets in the Kop next chance I get because I assume the Main Stand has more or less the same atmosphere as the Kenny.,NOT,,,,,ah that’s shite can’t understand why people go to a football match to do their best impression of a mute   i’m trying for tickets in the kop next chance i get because i assume the main stand has more or less the same atmosphere as the kenny
66373,@USER I would be worse than her licking that ass,OFF,UNT,,,,i would be worse than her licking that ass
77620,@USER So a pathological liar is going to give the Judge a lecture on credibility because the judge won’t admit to something he didn’t do...   and we are the stupid ones.... 😳   And liberals have no shame in the ignorance of their elected representatives.,OFF,TIN,IND,IND,,so a pathological liar is going to give the judge a lecture on credibility because the judge won’t admit to something he didn’t do   and we are the stupid ones    and liberals have no shame in the ignorance of their elected representatives
83576,@USER @USER @USER We have a stupid problem. Conservatives don’t just hate studies by smart people  (smart people suck) that show data (data schmata) and facts (#fakenews) but just being near one can turn somebody into a nitwit. #cdnpoli,OFF,UNT,,,,we have a stupid problem conservatives don’t just hate studies by smart people  smart people suck that show data data schmata and facts  but just being near one can turn somebody into a nitwit
91209,@USER @USER Funny how liberals change their tune about women accusers based SOLEY on their political persuasion!   Isn’t there a term for that?   Oh yeah!   #HYPOCRITICAL!,NOT,,,,,funny how liberals change their tune about women accusers based soley on their political persuasion   isn’t there a term for that   oh yeah
83336,@USER SHE IS CUTE I LOV HER,NOT,,,,,she is cute i lov her
21734,@USER BITCH,OFF,TIN,IND,IND,,bitch
17441,@USER @USER Kisses!😘😘,NOT,,,,,kisses
94416,@USER @USER @USER @USER Welcome guys!!!,NOT,,,,,welcome guys
28731,@USER He is not to be trusted,NOT,,,,,he is not to be trusted
57625,@USER If Jamie Oliver fucks with my £3 meal deals at Tesco I’ll kill the cunt,OFF,TIN,IND,IND,,if jamie oliver fucks with my £3 meal deals at tesco i’ll kill the cunt
40567,@USER I CARE THAT HE WAS MURDERED. I don't care whether he had some weed in his home (like a whole lot of Americans do) any more than I'd care if you said he had 100 pairs of socks. He is the victim. You are trying to smear the victim. You are despicable.,OFF,TIN,IND,IND,,i care that he was murdered i dont care whether he had some weed in his home like a whole lot of americans do any more than id care if you said he had 100 pairs of socks he is the victim you are trying to smear the victim you are despicable
76395,@USER He is like a cheap plastic version of a real president.,NOT,,,,,he is like a cheap plastic version of a real president
41459,@USER @USER They didn't actually they engaged in an extortion racket via austerity and borrowed like no other,NOT,,,,,they didnt actually they engaged in an extortion racket via austerity and borrowed like no other
31178,@USER If its a papercup where is the cake 🎂 URL,NOT,,,,,if its a papercup where is the cake
34911,@USER You are agent of #Crypt #agentofChaurch . So don’t speak on temples. @USER @USER @USER,NOT,,,,,you are agent of    so don’t speak on temples
77103,@USER Haven't set any expectations on him... he has set his own goals chasing his own dreams..  he has asked those questions from the doctor and making decisions with advisement from me his parent... he is growing to be his own man,NOT,,,,,havent set any expectations on him he has set his own goals chasing his own dreams  he has asked those questions from the doctor and making decisions with advisement from me his parent he is growing to be his own man
29044,.@USER   #Medicare is NOT #Medicaid ...  Liberals STEAL from the elderly and disabled to pay for   #WelfareFoAll,NOT,,,,,is not    liberals steal from the elderly and disabled to pay for
17252,@USER @USER He shall know your ways as if born to them.,NOT,,,,,he shall know your ways as if born to them
32074,@USER @USER @USER I should wash your mouth out with soap for saying that! I have the utmost respect and admiration for our cops. I don’t have that for dirt bags who would break into my home.  Gun control means a steady hand not an empty one. Go talk to Antifa buddies about being a drain,OFF,TIN,IND,IND,,i should wash your mouth out with soap for saying that i have the utmost respect and admiration for our cops i don’t have that for dirt bags who would break into my home  gun control means a steady hand not an empty one go talk to antifa buddies about being a drain
73253,@USER Sexy,NOT,,,,,sexy
84306,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER She's not who she claims she is. That's the logical (and humanitarian) explanation.,NOT,,,,,shes not who she claims she is thats the logical and humanitarian explanation
17811,@USER HE IS A RUSSIAN SPY /HAVE RECEIVED MUCH MONEY FROM PUTIN.,OFF,TIN,IND,IND,,he is a russian spy have received much money from putin
39492,@USER @USER Well he's a liberal so that explains it. Who knows the shooter may be a liberal as far as he knows. Liberals are very hateful violent people and must be defeated!,OFF,TIN,GRP,OTH,GRP,well hes a liberal so that explains it who knows the shooter may be a liberal as far as he knows liberals are very hateful violent people and must be defeated
42444,@USER That strict gun control is sure helping in California🙄,NOT,,,,,that strict gun control is sure helping in california
62710,@USER You are not alone.   I am here with you.   Razzinfrazzinmaggle,NOT,,,,,you are not alone   i am here with you   razzinfrazzinmaggle
40412,@USER @USER No news. orgs. are giving Faith Goldy the time of day. That's simply wrong. She may not have the experience of the other two useless fools but she cares and she is no one's fool.,OFF,TIN,GRP,OTH,GRP,no news orgs are giving faith goldy the time of day thats simply wrong she may not have the experience of the other two useless fools but she cares and she is no ones fool
26986,10th duet with my cutiee angel @USER 😘😍💕 she is damn awesomee in this 💕💕 her  expressions 😘just killing 😍love to do this 😍😉🙌 nly for u #mybubblygirl #anupama #dreamgirl #BCO love u my cutiee doll💕😘 URL,NOT,,,,,10th duet with my cutiee angel   she is damn awesomee in this  her  expressions just killing love to do this  nly for u     love u my cutiee doll
90035,@USER @USER Can you show me gun control organisations that are exclusively trying to take away guns from black people??,NOT,,,,,can you show me gun control organisations that are exclusively trying to take away guns from black people
71929,@USER i just gave Beto $100 and you all should as well.  Trump called Ted's wife ugly and he is still licking his boots for help with reelection.,OFF,TIN,IND,IND,,i just gave beto 100 and you all should as well  trump called teds wife ugly and he is still licking his boots for help with reelection
39763,GOP in striking distance to retake Franken seat #MAGA URL,NOT,,,,,gop in striking distance to retake franken seat
39852,@USER Prayers for your wife. I too had Colon Cancer..having bowel problems so apt w/GI after my Oncologist. So I know what she is going thru. Prayers for you both. Remember God is in control.,NOT,,,,,prayers for your wife i too had colon cancerhaving bowel problems so apt wgi after my oncologist so i know what she is going thru prayers for you both remember god is in control
31157,@USER WHERE DO YOU FIND ANTIFA IN CHICAGO,NOT,,,,,where do you find antifa in chicago
35524,Was this a threat from @USER #DangerousDemocrats #maga URL,OFF,TIN,OTH,OTH,OTH,was this a threat from
44447,@USER Please tell the type of suede you are using for these pants to be $474.00. Must be shipped straight from Russa #GAPBeLike URL,NOT,,,,,please tell the type of suede you are using for these pants to be 47400 must be shipped straight from russa
66579,@USER @USER Liberals cannot imagine a circumstance where they are forced to defend themselves or their family from violence.  They imagine such an eventuality to be beyond the realm of possibility and they foolishly believe that the police will arrive quickly enough to save them.,OFF,TIN,OTH,OTH,OTH,liberals cannot imagine a circumstance where they are forced to defend themselves or their family from violence  they imagine such an eventuality to be beyond the realm of possibility and they foolishly believe that the police will arrive quickly enough to save them
